Avg_Temp,Avg_Apparent_Temp,Avg_Humidity,Avg_Wind_Speed,Avg_Wind_Bearing,Avg_Visibility,Avg_Pressure,Summary
16.659722222222225,16.659722222222225,0.7337499999999998,5.516933333333334,112,10.917812500000002,1018.4466666666664,Partly Cloudy
-0.041203703703703694,-4.773611111111111,0.7408333333333333,17.6959125,78,10.367058333333336,1027.0437499999998,Partly Cloudy
8.031712962962962,6.968287037037037,0.6425,10.483112499999999,118,11.617491666666668,896.7712500000001,Partly Cloudy
17.018287037037037,17.018287037037037,0.48625000000000007,14.013037500000001,39,11.746962500000002,1012.7537499999999,Mostly Cloudy
15.05324074074074,14.935648148148147,0.6658333333333333,12.001208333333333,60,12.093112500000002,1022.2508333333332,Partly Cloudy
15.552777777777777,15.472222222222221,0.6358333333333335,9.103208333333331,137,11.470579166666667,1008.1250000000003,Partly Cloudy
8.925555555555555,8.660222222222222,0.7843999999999997,4.095840000000001,78,6.591984,1029.4268000000002,Mostly Cloudy
3.0548611111111117,1.364351851851852,0.76125,8.867075000000002,128,11.186816666666667,1018.5937500000001,Mostly Cloudy
6.160416666666667,5.681018518518518,0.9054166666666666,4.475129166666667,22,4.301383333333335,1009.0891666666668,Overcast
-7.8009259259259265,-10.372916666666667,0.8645833333333331,7.695129166666668,152,4.017620833333335,1021.8041666666668,Foggy
16.8375,16.8375,0.805,5.037287499999999,142,9.721045833333335,1008.6841666666664,Mostly Cloudy
6.824305555555558,6.242361111111112,0.9304166666666666,4.852808333333333,81,2.8973291666666667,926.6904166666668,Foggy
0.8847222222222225,-1.3439814814814814,0.9345833333333334,9.060945833333333,37,0.8794624999999999,1005.7920833333333,Foggy
17.865740740740737,17.865740740740737,0.6400000000000001,14.843529166666668,130,10.352300000000001,1012.8887499999997,Partly Cloudy
-5.675231481481482,-6.077083333333334,0.9783333333333332,3.053633333333334,46,1.2524458333333335,1026.6895833333335,Foggy
4.523842592592593,0.48587962962962944,0.9795833333333333,21.327133333333336,31,6.888116666666666,991.3554166666669,Overcast
8.973148148148146,7.432175925925926,0.6849999999999999,11.206270833333333,170,15.35269166666667,1014.2766666666666,Mostly Cloudy
7.780787037037038,6.8791666666666655,0.9254166666666667,6.239420833333333,113,5.005758333333334,1014.0004166666668,Overcast
20.458333333333332,20.458333333333332,0.69125,9.818316666666666,137,12.085733333333337,1009.4633333333333,Mostly Cloudy
3.570601851851853,0.21041666666666684,0.8379166666666668,14.644962499999998,160,7.5381541666666685,1020.5620833333332,Mostly Cloudy
15.632870370370375,15.569444444444448,0.60625,14.766383333333332,150,12.793462499999997,1012.3312499999998,Mostly Cloudy
18.827546296296294,18.827546296296294,0.7925,8.730224999999999,62,12.362116666666667,1011.7504166666668,Mostly Cloudy
18.456944444444442,18.456944444444442,0.7516666666666666,17.2853625,26,12.286983333333337,1017.2712499999999,Mostly Cloudy
3.4960648148148152,0.0865740740740739,0.8925000000000001,14.565133333333334,179,7.3053750000000015,1025.6925000000003,Overcast
